"","Behaviour","START","STOP","Duration","ID"
"1","Abdomen Tapping",2866.88,2869.04,2.15999999999985,"g2.J183xG35"
"2","Leg Showcase",2869.04,2893.46,24.4200000000001,"g2.J183xG35"
"3","Freezing",2893.46,2895.47,2.00999999999976,"g2.J183xG35"
"4","Leg Showcase",2895.47,2956.25,60.7800000000002,"g2.J183xG35"
"5","Freezing",2956.25,2959.63,3.38000000000011,"g2.J183xG35"
"6","Leg Showcase",2959.63,3005.54,45.9099999999999,"g2.J183xG35"
"7","Freezing",3005.54,3010.12,4.57999999999993,"g2.J183xG35"
"8","Leg Showcase",3010.12,3069.61,59.4900000000002,"g2.J183xG35"
"9","Freezing",3069.61,3096.05,26.4400000000001,"g2.J183xG35"
"10","Leg Showcase",3096.05,3125.33,29.2799999999997,"g2.J183xG35"
"11","Freezing",3125.33,3128.63,3.30000000000018,"g2.J183xG35"
"12","Leg Showcase",3128.63,3169.52,40.8899999999999,"g2.J183xG35"
"13","Freezing",3169.52,3205.76,36.2400000000002,"g2.J183xG35"
"14","Leg Showcase",3205.76,3238.65,32.8899999999999,"g2.J183xG35"
"15","Leg Showcase + Pedipalp Showcase",3238.65,3244.23,4.80999999999995,"g2.J183xG35"
"18","Leg Showcase",3244.23,3251.39,7.15999999999985,"g2.J183xG35"
"19","Freezing",3251.39,3258.86,7.47000000000025,"g2.J183xG35"
"20","Leg Showcase",3258.86,3293.52,34.6599999999999,"g2.J183xG35"
"21","Freezing",3293.52,3365.25,71.73,"g2.J183xG35"
"22","Leg Showcase",3365.25,3406.39,41.1399999999999,"g2.J183xG35"
"23","Freezing",3406.39,3407.55,1.16000000000031,"g2.J183xG35"
"24","Leg Showcase",3407.55,3415.49,7.9399999999996,"g2.J183xG35"
"25","Freezing",3415.49,3419.55,4.0600000000004,"g2.J183xG35"
"26","Leg Showcase",3419.55,3443.59,24.04,"g2.J183xG35"
"27","Freezing",3443.59,3449.27,5.67999999999984,"g2.J183xG35"
"28","Leg Showcase",3449.27,3493.85,44.5799999999999,"g2.J183xG35"
"29","Freezing",3493.85,3495.43,1.57999999999993,"g2.J183xG35"
"30","Leg Showcase",3495.43,3503.78,8.35000000000036,"g2.J183xG35"
"31","Freezing",3503.78,3516.76,12.98,"g2.J183xG35"
"32","Leg Showcase",3516.76,3518.4,1.63999999999987,"g2.J183xG35"
"33","Abdomen Tapping",3518.4,3518.41,0.00999999999976353,"g2.J183xG35"
"34","Leg Showcase",3518.41,3556.81,38.4000000000001,"g2.J183xG35"
"35","Freezing",3556.81,3571.23,14.4200000000001,"g2.J183xG35"
"36","Leg Showcase",3571.23,3581.42,10.1900000000001,"g2.J183xG35"
"37","Freezing",3581.42,3585.25,3.82999999999993,"g2.J183xG35"
"38","Leg Showcase",3585.25,3628.88,43.6300000000001,"g2.J183xG35"
"39","Freezing",3628.88,3646.8,17.9200000000001,"g2.J183xG35"
"40","Abdomen Tapping",3646.8,3646.81,0.00999999999976353,"g2.J183xG35"
"42","Leg Showcase",3647.36,3684.16,36.7999999999997,"g2.J183xG35"
"43","Freezing",3684.16,3688.32,4.16000000000031,"g2.J183xG35"
"44","Abdomen Tapping",3688.32,3688.33,0.00999999999976353,"g2.J183xG35"
"48","Leg Showcase",3689.74,3720.74,31,"g2.J183xG35"
"49","Abdomen Tapping",3720.74,3720.75,0.0100000000002183,"g2.J183xG35"
"50","Leg Showcase",3720.75,3731.22,10.4699999999998,"g2.J183xG35"
"51","Retreat",3731.22,3732.79,1.57000000000016,"g2.J183xG35"
"52","Freezing",3732.79,3737.48,4.69000000000005,"g2.J183xG35"
"53","Abdomen Tapping",3737.48,3737.5,0.0199999999999818,"g2.J183xG35"
"54","Leg Showcase",3737.5,3746.02,8.51999999999998,"g2.J183xG35"
"55","Freezing",3746.02,3749.38,3.36000000000013,"g2.J183xG35"
"56","Leg Showcase",3749.38,3756.54,7.15999999999985,"g2.J183xG35"
"57","Freezing",3756.54,3761.02,4.48000000000002,"g2.J183xG35"
"58","Leg Showcase",3761.02,3763.07,2.05000000000018,"g2.J183xG35"
"59","Freezing",3763.07,3799.21,36.1399999999999,"g2.J183xG35"
"61","Leg Showcase + Pedipalp Showcase",3799.25,3801.88,2.63000000000011,"g2.J183xG35"
"62","Freezing",3801.88,3812.55,10.6700000000001,"g2.J183xG35"
"64","Retreat",3812.57,3815.2,2.62999999999965,"g2.J183xG35"
"65","Freezing",3815.2,3816.79,1.59000000000015,"g2.J183xG35"
"66","Leg Showcase",3816.79,3821.44,4.65000000000009,"g2.J183xG35"
"67","Freezing",3821.44,3857.28,35.8400000000001,"g2.J183xG35"
"70","Mounting.Start",3858.23,3858.24,0.00999999999976353,"g2.J183xG35"
"71","Leg Showcase + Mounted + Pedipalp Showcase",3858.24,3868.57,9.50000000000045,"g2.J183xG35"
"75","Mounted + Freezing",3868.57,3879.7,11.1299999999997,"g2.J183xG35"
"77","Leg Showcase + Mounted + Pedipalp Showcase",3879.76,3885.7,5.9399999999996,"g2.J183xG35"
"78","Mounted + Freezing",3885.7,3904.58,18.8800000000001,"g2.J183xG35"
"80","Leg Showcase + Mounted + Pedipalp Showcase",3904.62,3907.36,2.74000000000024,"g2.J183xG35"
"81","Mounted + Freezing",3907.36,3910.71,3.34999999999991,"g2.J183xG35"
"84","Retreat",3910.9,3914.35,3.44999999999982,"g2.J183xG35"
