"","Behaviour","START","STOP","Duration","ID"
"1","Courtship.Start",2788.61,2791.64,3.02999999999975,"g2.J190xJ212"
"2","Leg Showcase",2791.64,2803.24,11.5999999999999,"g2.J190xJ212"
"3","Freezing",2803.24,2814.86,11.6200000000003,"g2.J190xJ212"
"4","Leg Showcase",2814.86,2826.84,11.98,"g2.J190xJ212"
"5","Freezing",2826.84,2860.83,33.9899999999998,"g2.J190xJ212"
"6","Leg Showcase",2860.83,2919.45,58.0499999999997,"g2.J190xJ212"
"9","Abdomen Tapping",2919.45,2919.46,0.0100000000002183,"g2.J190xJ212"
"10","Leg Showcase",2919.46,3008.5,89.04,"g2.J190xJ212"
"11","Leg Showcase + Pedipalp Showcase",3008.5,3021.21,12.71,"g2.J190xJ212"
"12","Leg Showcase",3021.21,3025.51,4.30000000000018,"g2.J190xJ212"
"13","Leg Showcase + Pedipalp Showcase",3025.51,3028.97,3.45999999999958,"g2.J190xJ212"
"14","Leg Showcase",3028.97,3034.6,5.63000000000011,"g2.J190xJ212"
"15","Leg Showcase + Pedipalp Showcase",3034.6,3040.24,5.63999999999987,"g2.J190xJ212"
"16","Leg Showcase",3040.24,3049.06,8.82000000000016,"g2.J190xJ212"
"17","Leg Showcase + Pedipalp Showcase",3049.06,3052.63,3.57000000000016,"g2.J190xJ212"
"19","Abdomen Tapping",3053.23,3053.24,0.00999999999976353,"g2.J190xJ212"
"20","Leg Showcase",3053.24,3056.15,2.91000000000031,"g2.J190xJ212"
"21","Leg Showcase + Pedipalp Showcase",3056.15,3058.78,2.63000000000011,"g2.J190xJ212"
"23","Freezing",3059.06,3060.15,1.09000000000015,"g2.J190xJ212"
"25","Leg Showcase + Pedipalp Showcase",3060.4,3061.94,1.53999999999996,"g2.J190xJ212"
"26","Leg Showcase",3061.94,3068.18,5.82000000000016,"g2.J190xJ212"
"29","Freezing",3068.18,3069.35,1.17000000000007,"g2.J190xJ212"
"30","Leg Showcase",3069.35,3079.85,10.5,"g2.J190xJ212"
"31","Freezing",3079.85,3142.7,62.8499999999999,"g2.J190xJ212"
"32","Leg Showcase",3142.7,3171.4,28.7000000000003,"g2.J190xJ212"
"33","Freezing",3171.4,3214.47,43.0699999999997,"g2.J190xJ212"
"34","Leg Showcase",3214.47,3250.41,35.9400000000001,"g2.J190xJ212"
"35","Abdomen Tapping",3250.41,3250.42,0.0100000000002183,"g2.J190xJ212"
"36","Leg Showcase",3250.42,3285.88,35.46,"g2.J190xJ212"
"37","Freezing",3285.88,3289.6,3.7199999999998,"g2.J190xJ212"
"38","Leg Showcase",3289.6,3319.12,28.71,"g2.J190xJ212"
"41","Freezing",3319.12,3322.39,3.26999999999998,"g2.J190xJ212"
"42","Leg Showcase",3322.39,3325.73,3.34000000000015,"g2.J190xJ212"
"43","Abdomen Tapping",3325.73,3325.74,0.00999999999976353,"g2.J190xJ212"
"44","Leg Showcase",3325.74,3342.77,17.0300000000002,"g2.J190xJ212"
"45","Freezing",3342.77,3351.29,8.51999999999998,"g2.J190xJ212"
