"","Behaviour","START","STOP","Duration","ID"
"1","Courtship.Start",2475.99,2476,0.0100000000002183,"g1.J189xJ112"
"3","Leg Showcase + Pedipalp Showcase",2476.03,2483.58,7.54999999999973,"g1.J189xJ112"
"4","Freezing",2483.58,2486.57,2.99000000000024,"g1.J189xJ112"
"6","Leg Showcase + Pedipalp Showcase",2487.08,2499.99,12.9099999999999,"g1.J189xJ112"
"7","Leg Showcase",2499.99,2501.44,1.45000000000027,"g1.J189xJ112"
"8","Leg Showcase + Pedipalp Showcase",2501.44,2509.3,7.86000000000013,"g1.J189xJ112"
"9","Freezing",2509.3,2561.15,51.8499999999999,"g1.J189xJ112"
"10","Abdomen Tapping",2561.15,2561.16,0.00999999999976353,"g1.J189xJ112"
"13","Leg Showcase + Pedipalp Showcase",2562.01,2565.88,3.86999999999989,"g1.J189xJ112"
"14","Freezing",2565.88,2581.4,15.52,"g1.J189xJ112"
"16","Leg Showcase + Pedipalp Showcase",2581.43,2592.71,11.2800000000002,"g1.J189xJ112"
"17","Freezing",2592.71,2596.7,3.98999999999978,"g1.J189xJ112"
"19","Leg Showcase + Pedipalp Showcase",2596.74,2604.99,8.25,"g1.J189xJ112"
"20","Freezing",2604.99,2609.23,4.24000000000024,"g1.J189xJ112"
"22","Leg Showcase + Pedipalp Showcase",2609.42,2623.29,13.8699999999999,"g1.J189xJ112"
"23","Freezing",2623.29,2629.82,6.5300000000002,"g1.J189xJ112"
"25","Leg Showcase + Pedipalp Showcase",2629.86,2636.56,6.69999999999982,"g1.J189xJ112"
"26","Leg Showcase",2636.56,2642.1,5.53999999999996,"g1.J189xJ112"
"27","Leg Showcase + Pedipalp Showcase",2642.1,2644.18,2.07999999999993,"g1.J189xJ112"
"29","Freezing",2645.06,2649.32,4.26000000000022,"g1.J189xJ112"
"30","Abdomen Tapping",2649.32,2649.33,0.00999999999976353,"g1.J189xJ112"
"33","Leg Showcase + Pedipalp Showcase",2649.87,2652.95,3.07999999999993,"g1.J189xJ112"
"35","Freezing",2653,2660.23,7.23000000000002,"g1.J189xJ112"
"37","Leg Showcase + Pedipalp Showcase",2660.26,2666.85,6.58999999999969,"g1.J189xJ112"
"38","Freezing",2666.85,2676.11,9.26000000000022,"g1.J189xJ112"
"40","Leg Showcase + Pedipalp Showcase",2676.24,2686.12,9.88000000000011,"g1.J189xJ112"
"41","Freezing",2686.12,2690.54,4.42000000000007,"g1.J189xJ112"
"43","Leg Showcase + Pedipalp Showcase",2690.58,2702.52,11.9400000000001,"g1.J189xJ112"
